x,y,pixel_label,category_label,pixel_predict,category_predict
2.1,13.44,861,2,1,0
2.1,13.36,1008,3,1,0
2.1,13.28,840,2,1,0
2.1,13.2,783,2,1,0
2.1,13.12,750,2,1,0
2.1,13.04,780,2,1,0
2.1,12.96,813,2,1,0
2.1,12.88,825,2,1,0
2.1,12.8,675,1,1,0
2.1,12.72,738,2,1,0
2.1,12.64,789,2,1,0
2.1,12.56,831,2,1,0
2.1,12.48,708,1,1,0
2.1,12.4,942,3,1,0
2.1,12.32,798,2,1,0
2.1,12.24,855,2,1,0
2.1,12.16,792,2,1,0
2.1,12.08,951,3,1,0
2.1,12.0,684,1,1,0
2.1,11.92,756,2,1,0
2.1,11.84,795,2,1,0
2.1,11.76,753,2,1,0
2.1,11.68,669,1,1,0
2.1,11.6,768,2,1,0
2.1,11.52,732,2,1,0
2.1,11.44,705,1,1,0
2.1,11.36,711,1,1,0
2.1,11.28,807,2,1,0
2.1,11.2,702,1,1,0
2.1,11.12,588,1,1,0
2.1,11.04,720,2,1,0
2.0,11.0,0,0,1,0
2.0,11.08,573,1,1,0
2.0,11.16,621,1,1,0
2.0,11.24,828,2,1,0
2.0,11.32,747,2,1,0
2.0,11.4,681,1,1,0
2.0,11.48,1071,3,1,0
2.0,11.56,714,1,1,0
2.0,11.64,885,3,1,0
2.0,11.72,855,2,1,0
2.0,11.8,774,2,1,0
2.0,11.88,1014,3,1,0
2.0,11.96,834,2,1,0
2.0,12.04,933,3,1,0
2.0,12.12,1035,3,1,0
2.0,12.2,924,3,1,0
2.0,12.28,957,3,1,0
2.0,12.36,831,2,1,0
2.0,12.44,924,3,1,0
2.0,12.52,894,3,1,0
2.0,12.6,708,1,1,0
2.0,12.68,915,3,1,0
2.0,12.76,855,2,1,0
2.0,12.84,786,2,1,0
2.0,12.92,681,1,1,0
2.0,13.0,696,1,1,0
2.0,13.08,798,2,1,0
2.0,13.16,756,2,1,0
2.0,13.24,717,1,1,0
2.0,13.32,756,2,1,0
2.0,13.4,756,2,1,0
2.0,13.48,870,3,1,0
2.0,13.56,816,2,1,0
2.0,13.64,693,1,1,0
2.0,13.72,774,2,1,0
2.0,13.8,807,2,1,0
2.0,13.88,774,2,1,0
2.0,13.96,753,2,1,0
2.0,14.04,756,2,1,0
2.0,14.12,804,2,1,0
2.0,14.2,822,2,1,0
2.0,14.28,849,2,1,0
2.0,14.36,726,2,1,0
2.0,14.44,912,3,1,0
2.0,14.52,876,3,1,0
2.0,14.6,747,2,1,0
2.0,14.68,780,2,1,0
2.0,14.76,903,3,1,0
2.0,14.84,846,2,1,0
2.0,14.92,747,2,1,0
2.0,15.0,762,2,1,0
2.0,15.08,756,2,1,0
2.0,15.16,747,2,1,0
2.0,15.24,660,1,1,0
2.0,15.32,600,1,1,0
2.0,15.4,588,1,1,0
2.0,15.48,753,2,1,0
2.0,15.56,819,2,1,0
2.0,15.64,648,1,1,0
2.0,15.72,750,2,1,0
2.0,15.8,693,1,1,0
2.0,15.88,663,1,1,0
2.0,15.96,618,1,1,0
1.9,16.0,0,0,1,0
1.9,15.92,552,1,1,0
1.9,15.84,567,1,1,0
1.9,15.76,678,1,1,0
1.9,15.68,651,1,1,0
1.9,15.6,885,3,1,0
1.9,15.52,1065,3,1,0
1.9,15.44,621,1,1,0
1.9,15.36,732,2,1,0
1.9,15.28,948,3,1,0
1.9,15.2,729,2,1,0
1.9,15.12,825,2,1,0
1.9,15.04,723,2,1,0
1.9,14.96,786,2,1,0
1.9,14.88,798,2,1,0
1.9,14.8,864,2,1,0
1.9,14.72,936,3,1,0
1.9,14.64,945,3,1,0
1.9,14.56,873,3,1,0
1.9,14.48,657,1,1,0
1.9,14.4,843,2,1,0
1.9,14.32,768,2,1,0
1.9,14.24,762,2,1,0
1.9,14.16,747,2,1,0
1.9,14.08,804,2,1,0
1.9,14.0,750,2,1,0
1.9,13.92,690,1,1,0
1.9,13.84,762,2,1,0
1.9,13.76,711,1,1,0
1.9,13.68,753,2,1,0
1.9,13.6,678,1,1,0
1.9,13.52,834,2,1,0
1.9,13.44,756,2,1,0
1.9,13.36,762,2,1,0
1.9,13.28,618,1,1,0
1.9,13.2,834,2,1,0
1.9,13.12,741,2,1,0
1.9,13.04,807,2,1,0
1.9,12.96,783,2,1,0
1.9,12.88,762,2,1,0
1.9,12.8,984,3,1,0
1.9,12.72,795,2,1,0
1.9,12.64,753,2,1,0
1.9,12.56,750,2,1,0
1.9,12.48,813,2,1,0
1.9,12.4,762,2,1,0
1.9,12.32,759,2,1,0
1.9,12.24,801,2,1,0
1.9,12.16,972,3,1,0
1.9,12.08,702,1,1,0
1.9,12.0,756,2,1,0
1.9,11.92,924,3,1,0
1.9,11.84,948,3,1,0
1.9,11.76,702,1,1,0
1.9,11.68,705,1,1,0
1.9,11.6,873,3,1,0
1.9,11.52,684,1,1,0
1.9,11.44,654,1,1,0
1.9,11.36,765,2,1,0
1.9,11.28,624,1,1,0
1.9,11.2,828,2,1,0
1.9,11.12,696,1,1,0
1.9,11.04,639,1,1,0
1.8,11.0,0,0,1,0
1.8,11.08,498,1,1,0
1.8,11.16,651,1,1,0
1.8,11.24,627,1,1,0
1.8,11.32,912,3,1,0
1.8,11.4,747,2,1,0
1.8,11.48,678,1,1,0
1.8,11.56,735,2,1,0
1.8,11.64,828,2,1,0
1.8,11.72,765,2,1,0
1.8,11.8,825,2,1,0
1.8,11.88,807,2,1,0
1.8,11.96,939,3,1,0
1.8,12.04,912,3,1,0
1.8,12.12,963,3,1,0
1.8,12.2,882,3,1,0
1.8,12.28,888,3,1,0
1.8,12.36,834,2,1,0
1.8,12.44,738,2,1,0
1.8,12.52,699,1,1,0
1.8,12.6,738,2,1,0
1.8,12.68,771,2,1,0
1.8,12.76,660,1,1,0
1.8,12.84,810,2,1,0
1.8,12.92,798,2,1,0
1.8,13.0,750,2,1,0
1.8,13.08,780,2,1,0
1.8,13.16,660,1,1,0
1.8,13.24,1068,3,1,0
1.8,13.32,834,2,1,0
1.8,13.4,729,2,1,0
1.8,13.48,849,2,1,0
1.8,13.56,750,2,1,0
1.8,13.64,807,2,1,0
1.8,13.72,696,1,1,0
1.8,13.8,609,1,1,0
1.8,13.88,681,1,1,0
1.8,13.96,789,2,1,0
1.8,14.04,720,2,1,0
1.8,14.12,864,2,1,0
1.8,14.2,699,1,1,0
1.8,14.28,810,2,1,0
1.8,14.36,765,2,1,0
1.8,14.44,765,2,1,0
1.8,14.52,651,1,1,0
1.8,14.6,837,2,1,0
1.8,14.68,702,1,1,0
1.8,14.76,666,1,1,0
1.8,14.84,861,2,1,0
1.8,14.92,831,2,1,0
1.8,15.0,813,2,1,0
1.8,15.08,753,2,1,0
1.8,15.16,729,2,1,0
1.8,15.24,633,1,1,0
1.8,15.32,675,1,1,0
1.8,15.4,621,1,1,0
1.8,15.48,741,2,1,0
1.8,15.56,555,1,1,0
1.8,15.64,702,1,1,0
1.8,15.72,741,2,1,0
1.8,15.8,582,1,1,0
1.8,15.88,708,1,1,0
1.8,15.96,756,2,1,0
1.7,16.0,0,0,1,0
1.7,15.92,462,1,1,0
1.7,15.84,621,1,1,0
1.7,15.76,768,2,1,0
1.7,15.68,771,2,1,0
1.7,15.6,666,1,1,0
1.7,15.52,639,1,1,0
1.7,15.44,714,1,1,0
1.7,15.36,540,1,1,0
1.7,15.28,777,2,1,0
1.7,15.2,534,1,1,0
1.7,15.12,981,3,1,0
1.7,15.04,915,3,1,0
1.7,14.96,768,2,1,0
1.7,14.88,816,2,1,0
1.7,14.8,834,2,1,0
1.7,14.72,753,2,1,0
1.7,14.64,879,3,1,0
1.7,14.56,774,2,1,0
1.7,14.48,702,1,1,0
1.7,14.4,666,1,1,0
1.7,14.32,672,1,1,0
1.7,14.24,765,2,1,0
1.7,14.16,702,1,1,0
1.7,14.08,774,2,1,0
1.7,14.0,759,2,1,0
1.7,13.92,858,2,1,0
1.7,13.84,729,2,1,0
1.7,13.76,822,2,1,0
1.7,13.68,729,2,1,0
1.7,13.6,705,1,1,0
1.7,13.52,684,1,1,0
1.7,13.44,633,1,1,0
1.7,13.36,723,2,1,0
1.7,13.28,642,1,1,0
1.7,13.2,699,1,1,0
1.7,13.12,735,2,1,0
1.7,13.04,768,2,1,0
1.7,12.96,780,2,1,0
1.7,12.88,738,2,1,0
1.7,12.8,744,2,1,0
1.7,12.72,561,1,1,0
1.7,12.64,741,2,1,0
1.7,12.56,897,3,1,0
1.7,12.48,783,2,1,0
1.7,12.4,813,2,1,0
1.7,12.32,684,1,1,0
1.7,12.24,813,2,1,0
1.7,12.16,768,2,1,0
1.7,12.08,834,2,1,0
1.7,12.0,609,1,1,0
1.7,11.92,720,2,1,0
1.7,11.84,741,2,1,0
1.7,11.76,681,1,1,0
1.7,11.68,744,2,1,0
1.7,11.6,624,1,1,0
1.7,11.52,576,1,1,0
1.7,11.44,786,2,1,0
1.7,11.36,756,2,1,0
1.7,11.28,699,1,1,0
1.7,11.2,936,3,1,0
1.7,11.12,594,1,1,0
1.7,11.04,771,2,1,0
1.6,11.0,0,0,1,0
1.6,11.08,609,1,1,0
1.6,11.16,678,1,1,0
1.6,11.24,660,1,1,0
1.6,11.32,846,2,1,0
1.6,11.4,912,3,1,0
1.6,11.48,861,2,1,0
1.6,11.56,768,2,1,0
1.6,11.64,810,2,1,0
1.6,11.72,735,2,1,0
1.6,11.8,846,2,1,0
1.6,11.88,936,3,1,0
1.6,11.96,888,3,1,0
1.6,12.04,903,3,1,0
1.6,12.12,846,2,1,0
1.6,12.2,891,3,1,0
1.6,12.28,996,3,1,0
1.6,12.36,915,3,1,0
1.6,12.44,921,3,1,0
1.6,12.52,783,2,1,0
1.6,12.6,831,2,1,0
1.6,12.68,723,2,1,0
1.6,12.76,771,2,1,0
1.6,12.84,909,3,1,0
1.6,12.92,840,2,1,0
1.6,13.0,759,2,1,0
1.6,13.08,636,1,1,0
1.6,13.16,789,2,1,0
1.6,13.24,741,2,1,0
1.6,13.32,615,1,1,0
1.6,13.4,840,2,1,0
1.6,13.48,627,1,1,0
1.6,13.56,651,1,1,0
1.6,13.64,843,2,1,0
1.6,13.72,756,2,1,0
1.6,13.8,852,2,1,0
1.6,13.88,726,2,1,0
1.6,13.96,819,2,1,0
1.6,14.04,723,2,1,0
1.6,14.12,732,2,1,0
1.6,14.2,834,2,1,0
1.6,14.28,828,2,1,0
1.6,14.36,633,1,1,0
1.6,14.44,765,2,1,0
1.6,14.52,951,3,1,0
1.6,14.6,792,2,1,0
1.6,14.68,729,2,1,0
1.6,14.76,753,2,1,0
1.6,14.84,852,2,1,0
1.6,14.92,843,2,1,0
1.6,15.0,639,1,1,0
1.6,15.08,831,2,1,0
1.6,15.16,729,2,1,0
1.6,15.24,693,1,1,0
1.6,15.32,702,1,1,0
1.6,15.4,549,1,1,0
1.6,15.48,723,2,1,0
1.6,15.56,600,1,1,0
1.6,15.64,558,1,1,0
1.6,15.72,816,2,1,0
1.6,15.8,690,1,1,0
1.6,15.88,654,1,1,0
1.6,15.96,726,2,1,0
1.5,16.0,0,0,1,0
1.5,15.92,537,1,1,0
1.5,15.84,759,2,1,0
1.5,15.76,660,1,1,0
1.5,15.68,783,2,1,0
1.5,15.6,627,1,1,0
1.5,15.52,867,2,1,0
1.5,15.44,855,2,1,0
1.5,15.36,879,3,1,0
1.5,15.28,696,1,1,0
1.5,15.2,753,2,1,0
1.5,15.12,870,3,1,0
1.5,15.04,726,2,1,0
1.5,14.96,774,2,1,0
1.5,14.88,801,2,1,0
1.5,14.8,966,3,1,0
1.5,14.72,690,1,1,0
1.5,14.64,723,2,1,0
1.5,14.56,786,2,1,0
1.5,14.48,882,3,1,0
1.5,14.4,870,3,1,0
1.5,14.32,738,2,1,0
1.5,14.24,732,2,1,0
1.5,14.16,705,1,1,0
1.5,14.08,882,3,1,0
1.5,14.0,753,2,1,0
1.5,13.92,849,2,1,0
1.5,13.84,729,2,1,0
1.5,13.76,873,3,1,0
1.5,13.68,810,2,1,0
1.5,13.6,864,2,1,0
1.5,13.52,750,2,1,0
1.5,13.44,729,2,1,0
1.5,13.36,834,2,1,0
1.5,13.28,705,1,1,0
1.5,13.2,750,2,1,0
1.5,13.12,756,2,1,0
1.5,13.04,708,1,1,0
1.5,12.96,816,2,1,0
1.5,12.88,819,2,1,0
1.5,12.8,774,2,1,0
1.5,12.72,759,2,1,0
1.5,12.64,732,2,1,0
1.5,12.56,720,2,1,0
1.5,12.48,852,2,1,0
1.5,12.4,816,2,1,0
1.5,12.32,720,2,1,0
1.5,12.24,831,2,1,0
1.5,12.16,909,3,1,0
1.5,12.08,720,2,1,0
1.5,12.0,825,2,1,0
1.5,11.92,738,2,1,0
1.5,11.84,780,2,1,0
1.5,11.76,801,2,1,0
1.5,11.68,813,2,1,0
1.5,11.6,798,2,1,0
1.5,11.52,675,1,1,0
1.5,11.44,774,2,1,0
1.5,11.36,687,1,1,0
1.5,11.28,783,2,1,0
1.5,11.2,711,1,1,0
1.5,11.12,651,1,1,0
1.5,11.04,789,2,1,0
1.4,11.0,0,0,1,0
1.4,11.08,624,1,1,0
1.4,11.16,690,1,1,0
1.4,11.24,645,1,1,0
1.4,11.32,738,2,1,0
1.4,11.4,819,2,1,0
1.4,11.48,969,3,1,0
1.4,11.56,876,3,1,0
1.4,11.64,717,1,1,0
1.4,11.72,885,3,1,0
1.4,11.8,774,2,1,0
1.4,11.88,912,3,1,0
1.4,11.96,1008,3,1,0
1.4,12.04,786,2,1,0
1.4,12.12,918,3,1,0
1.4,12.2,963,3,1,0
1.4,12.28,891,3,1,0
1.4,12.36,804,2,1,0
1.4,12.44,771,2,1,0
1.4,12.52,804,2,1,0
1.4,12.6,825,2,1,0
1.4,12.68,891,3,1,0
1.4,12.76,840,2,1,0
1.4,12.84,732,2,1,0
1.4,12.92,804,2,1,0
1.4,13.0,834,2,1,0
1.4,13.08,723,2,1,0
1.4,13.16,684,1,1,0
1.4,13.24,978,3,1,0
1.4,13.32,762,2,1,0
1.4,13.4,579,1,1,0
1.4,13.48,558,1,1,0
1.4,13.56,822,2,1,0
1.4,13.64,780,2,1,0
1.4,13.72,753,2,1,0
1.4,13.8,942,3,1,0
1.4,13.88,882,3,1,0
1.4,13.96,828,2,1,0
1.4,14.04,702,1,1,0
1.4,14.12,726,2,1,0
1.4,14.2,714,1,1,0
1.4,14.28,720,2,1,0
1.4,14.36,882,3,1,0
1.4,14.44,756,2,1,0
1.4,14.52,888,3,1,0
1.4,14.6,738,2,1,0
1.4,14.68,765,2,1,0
1.4,14.76,822,2,1,0
1.4,14.84,840,2,1,0
1.4,14.92,630,1,1,0
1.4,15.0,879,3,1,0
1.4,15.08,666,1,1,0
1.4,15.16,687,1,1,0
1.4,15.24,645,1,1,0
1.4,15.32,795,2,1,0
1.4,15.4,660,1,1,0
1.4,15.48,852,2,1,0
1.4,15.56,816,2,1,0
1.4,15.64,573,1,1,0
1.4,15.72,633,1,1,0
1.4,15.8,657,1,1,0
1.4,15.88,633,1,1,0
1.4,15.96,732,2,1,0
1.3,16.0,0,0,1,0
1.3,15.92,519,1,1,0
1.3,15.84,594,1,1,0
1.3,15.76,786,2,1,0
1.3,15.68,765,2,1,0
1.3,15.6,711,1,1,0
1.3,15.52,714,1,1,0
1.3,15.44,747,2,1,0
1.3,15.36,567,1,1,0
1.3,15.28,675,1,1,0
1.3,15.2,855,2,1,0
1.3,15.12,732,2,1,0
1.3,15.04,846,2,1,0
1.3,14.96,798,2,1,0
1.3,14.88,612,1,1,0
1.3,14.8,807,2,1,0
1.3,14.72,933,3,1,0
1.3,14.64,918,3,1,0
1.3,14.56,720,2,1,0
1.3,14.48,822,2,1,0
1.3,14.4,810,2,1,0
1.3,14.32,798,2,1,0
1.3,14.24,696,1,1,0
1.3,14.16,930,3,1,0
1.3,14.08,888,3,1,0
1.3,14.0,909,3,1,0
1.3,13.92,735,2,1,0
1.3,13.84,828,2,1,0
1.3,13.76,765,2,1,0
1.3,13.68,762,2,1,0
1.3,13.6,747,2,1,0
1.3,13.52,684,1,1,0
1.3,13.44,834,2,1,0
1.3,13.36,792,2,1,0
1.3,13.28,774,2,1,0
1.3,13.2,798,2,1,0
1.3,13.12,774,2,1,0
1.3,13.04,795,2,1,0
1.3,12.96,798,2,1,0
1.3,12.88,846,2,1,0
1.3,12.8,711,1,1,0
1.3,12.72,768,2,1,0
1.3,12.64,804,2,1,0
1.3,12.56,762,2,1,0
1.3,12.48,780,2,1,0
1.3,12.4,849,2,1,0
1.3,12.32,714,1,1,0
1.3,12.24,756,2,1,0
1.3,12.16,840,2,1,0
1.3,12.08,912,3,1,0
1.3,12.0,897,3,1,0
1.3,11.92,1008,3,1,0
1.3,11.84,873,3,1,0
1.3,11.76,816,2,1,0
1.3,11.68,771,2,1,0
1.3,11.6,729,2,1,0
1.3,11.52,756,2,1,0
1.3,11.44,723,2,1,0
1.3,11.36,615,1,1,0
1.3,11.28,810,2,1,0
1.3,11.2,669,1,1,0
1.3,11.12,741,2,1,0
1.3,11.04,810,2,1,0
1.2,11.0,0,0,1,0
1.2,11.08,504,1,1,0
1.2,11.16,669,1,1,0
1.2,11.24,738,2,1,0
1.2,11.32,873,3,1,0
1.2,11.4,792,2,1,0
1.2,11.48,945,3,1,0
1.2,11.56,924,3,1,0
1.2,11.64,894,3,1,0
1.2,11.72,774,2,1,0
1.2,11.8,726,2,1,0
1.2,11.88,957,3,1,0
1.2,11.96,735,2,1,0
1.2,12.04,759,2,1,0
1.2,12.12,909,3,1,0
1.2,12.2,789,2,1,0
1.2,12.28,816,2,1,0
1.2,12.36,804,2,1,0
1.2,12.44,999,3,1,0
1.2,12.52,810,2,1,0
1.2,12.6,777,2,1,0
1.2,12.68,804,2,1,0
1.2,12.76,705,1,1,0
1.2,12.84,780,2,1,0
1.2,12.92,741,2,1,0
1.2,13.0,738,2,1,0
1.2,13.08,756,2,1,0
1.2,13.16,825,2,1,0
1.2,13.24,666,1,1,0
1.2,13.32,729,2,1,0
1.2,13.4,855,2,1,0
1.2,13.48,912,3,1,0
1.2,13.56,789,2,1,0
1.2,13.64,771,2,1,0
1.2,13.72,678,1,1,0
1.2,13.8,789,2,1,0
1.2,13.88,753,2,1,0
1.2,13.96,696,1,1,0
1.2,14.04,732,2,1,0
1.2,14.12,774,2,1,0
1.2,14.2,747,2,1,0
1.2,14.28,792,2,1,0
1.2,14.36,762,2,1,0
1.2,14.44,819,2,1,0
1.2,14.52,756,2,1,0
1.2,14.6,882,3,1,0
1.2,14.68,822,2,1,0
1.2,14.76,840,2,1,0
1.2,14.84,804,2,1,0
1.2,14.92,801,2,1,0
1.2,15.0,888,3,1,0
1.2,15.08,726,2,1,0
1.2,15.16,813,2,1,0
1.2,15.24,636,1,1,0
1.2,15.32,684,1,1,0
1.2,15.4,687,1,1,0
1.2,15.48,882,3,1,0
1.2,15.56,678,1,1,0
1.2,15.64,810,2,1,0
1.2,15.72,708,1,1,0
1.2,15.8,885,3,1,0
1.2,15.88,669,1,1,0
1.2,15.96,765,2,1,0
1.1,16.0,0,0,1,0
1.1,15.92,609,1,1,0
1.1,15.84,738,2,1,0
1.1,15.76,795,2,1,0
1.1,15.68,681,1,1,0
1.1,15.6,828,2,1,0
1.1,15.52,1047,3,1,0
1.1,15.44,933,3,1,0
1.1,15.36,1011,3,1,0
1.1,15.28,846,2,1,0
1.1,15.2,834,2,1,0
1.1,15.12,720,2,1,0
1.1,15.04,819,2,1,0
1.1,14.96,942,3,1,0
1.1,14.88,921,3,1,0
1.1,14.8,822,2,1,0
1.1,14.72,906,3,1,0
1.1,14.64,819,2,1,0
1.1,14.56,810,2,1,0
1.1,14.48,843,2,1,0
1.1,14.4,840,2,1,0
1.1,14.32,945,3,1,0
1.1,14.24,831,2,1,0
1.1,14.16,711,1,1,0
1.1,14.08,987,3,1,0
1.1,14.0,705,1,1,0
1.1,13.92,627,1,1,0
1.1,13.84,747,2,1,0
1.1,13.76,813,2,1,0
1.1,13.68,1068,3,1,0
1.1,13.6,879,3,1,0
1.1,13.52,753,2,1,0
1.1,13.44,714,1,1,0
1.1,13.36,726,2,1,0
1.1,13.28,717,1,1,0
1.1,13.2,651,1,1,0
1.1,13.12,645,1,1,0
1.1,13.04,792,2,1,0
1.1,12.96,750,2,1,0
1.1,12.88,825,2,1,0
1.1,12.8,756,2,1,0
1.1,12.72,816,2,1,0
1.1,12.64,657,1,1,0
1.1,12.56,807,2,1,0
1.1,12.48,861,2,1,0
1.1,12.4,786,2,1,0
1.1,12.32,864,2,1,0
1.1,12.24,819,2,1,0
1.1,12.16,819,2,1,0
1.1,12.08,876,3,1,0
1.1,12.0,615,1,1,0
1.1,11.92,783,2,1,0
1.1,11.84,750,2,1,0
1.1,11.76,720,2,1,0
1.1,11.68,873,3,1,0
1.1,11.6,813,2,1,0
1.1,11.52,864,2,1,0
1.1,11.44,711,1,1,0
1.1,11.36,684,1,1,0
1.1,11.28,756,2,1,0
1.1,11.2,609,1,1,0
1.1,11.12,534,1,1,0
1.1,11.04,807,2,1,0
1.0,11.0,0,0,1,0
1.0,11.08,513,1,1,0
1.0,11.16,594,1,1,0
1.0,11.24,732,2,1,0
1.0,11.32,762,2,1,0
1.0,11.4,801,2,1,0
1.0,11.48,801,2,1,0
1.0,11.56,729,2,1,0
1.0,11.64,852,2,1,0
1.0,11.72,810,2,1,0
1.0,11.8,1020,3,1,0
1.0,11.88,810,2,1,0
1.0,11.96,786,2,1,0
1.0,12.04,960,3,1,0
1.0,12.12,855,2,1,0
1.0,12.2,942,3,1,0
1.0,12.28,948,3,1,0
1.0,12.36,858,2,1,0
1.0,12.44,876,3,1,0
1.0,12.52,810,2,1,0
1.0,12.6,825,2,1,0
1.0,12.68,885,3,1,0
1.0,12.76,864,2,1,0
1.0,12.84,786,2,1,0
1.0,12.92,831,2,1,0
1.0,13.0,813,2,1,0
1.0,13.08,822,2,1,0
1.0,13.16,648,1,1,0
1.0,13.24,825,2,1,0
1.0,13.32,717,1,1,0
1.0,13.4,753,2,1,0
1.0,13.48,675,1,1,0
1.0,13.56,849,2,1,0
1.0,13.64,768,2,1,0
1.0,13.72,864,2,1,0
1.0,13.8,750,2,1,0
1.0,13.88,777,2,1,0
1.0,13.96,978,3,1,0
1.0,14.04,846,2,1,0
1.0,14.12,834,2,1,0
1.0,14.2,822,2,1,0
1.0,14.28,807,2,1,0
1.0,14.36,744,2,1,0
1.0,14.44,891,3,1,0
1.0,14.52,849,2,1,0
1.0,14.6,840,2,1,0
1.0,14.68,822,2,1,0
1.0,14.76,840,2,1,0
1.0,14.84,765,2,1,0
1.0,14.92,963,3,1,0
1.0,15.0,645,1,1,0
1.0,15.08,753,2,1,0
1.0,15.16,636,1,1,0
1.0,15.24,756,2,1,0
1.0,15.32,669,1,1,0
1.0,15.4,834,2,1,0
1.0,15.48,756,2,1,0
1.0,15.56,795,2,1,0
1.0,15.64,663,1,1,0
1.0,15.72,642,1,1,0
1.0,15.8,756,2,1,0
1.0,15.88,801,2,1,0
1.0,15.96,735,2,1,0
0.9,16.0,0,0,1,0
0.9,15.92,564,1,1,0
0.9,15.84,579,1,1,0
0.9,15.76,765,2,1,0
0.9,15.68,687,1,1,0
0.9,15.6,708,1,1,0
0.9,15.52,783,2,1,0
0.9,15.44,711,1,1,0
0.9,15.36,849,2,1,0
0.9,15.28,771,2,1,0
0.9,15.2,771,2,1,0
0.9,15.12,801,2,1,0
0.9,15.04,645,1,1,0
0.9,14.96,786,2,1,0
0.9,14.88,822,2,1,0
0.9,14.8,1098,3,1,0
0.9,14.72,786,2,1,0
0.9,14.64,774,2,1,0
0.9,14.56,720,2,1,0
0.9,14.48,798,2,1,0
0.9,14.4,906,3,1,0
0.9,14.32,825,2,1,0
0.9,14.24,792,2,1,0
0.9,14.16,786,2,1,0
0.9,14.08,849,2,1,0
0.9,14.0,666,1,1,0
0.9,13.92,810,2,1,0
0.9,13.84,717,1,1,0
0.9,13.76,750,2,1,0
0.9,13.68,819,2,1,0
0.9,13.6,744,2,1,0
0.9,13.52,786,2,1,0
0.9,13.44,975,3,1,0
0.9,13.36,738,2,1,0
0.9,13.28,741,2,1,0
0.9,13.2,804,2,1,0
0.9,13.12,915,3,1,0
0.9,13.04,738,2,1,0
0.9,12.96,801,2,1,0
0.9,12.88,753,2,1,0
0.9,12.8,840,2,1,0
0.9,12.72,813,2,1,0
0.9,12.64,750,2,1,0
0.9,12.56,855,2,1,0
0.9,12.48,756,2,1,0
0.9,12.4,906,3,1,0
0.9,12.32,897,3,1,0
0.9,12.24,732,2,1,0
0.9,12.16,948,3,1,0
0.9,12.08,855,2,1,0
0.9,12.0,855,2,1,0
0.9,11.92,852,2,1,0
0.9,11.84,813,2,1,0
0.9,11.76,825,2,1,0
0.9,11.68,744,2,1,0
0.9,11.6,735,2,1,0
0.9,11.52,675,1,1,0
0.9,11.44,807,2,1,0
0.9,11.36,858,2,1,0
0.9,11.28,720,2,1,0
0.9,11.2,786,2,1,0
0.9,11.12,753,2,1,0
0.9,11.04,774,2,1,0
0.8,11.0,0,0,1,0
0.8,11.08,501,1,1,0
0.8,11.16,627,1,1,0
0.8,11.24,1014,3,1,0
0.8,11.32,762,2,1,0
0.8,11.4,795,2,1,0
0.8,11.48,846,2,1,0
0.8,11.56,717,1,1,0
0.8,11.64,795,2,1,0
0.8,11.72,774,2,1,0
0.8,11.8,870,3,1,0
0.8,11.88,864,2,1,0
0.8,11.96,1068,3,1,0
0.8,12.04,840,2,1,0
0.8,12.12,849,2,1,0
0.8,12.2,900,3,1,0
0.8,12.28,921,3,1,0
0.8,12.36,774,2,1,0
0.8,12.44,753,2,1,0
0.8,12.52,855,2,1,0
0.8,12.6,708,1,1,0
0.8,12.68,846,2,1,0
0.8,12.76,798,2,1,0
0.8,12.84,669,1,1,0
0.8,12.92,768,2,1,0
0.8,13.0,798,2,1,0
0.8,13.08,789,2,1,0
0.8,13.16,759,2,1,0
0.8,13.24,858,2,1,0
0.8,13.32,780,2,1,0
0.8,13.4,759,2,1,0
0.8,13.48,699,1,1,0
0.8,13.56,783,2,1,0
0.8,13.64,732,2,1,0
0.8,13.72,1071,3,1,0
0.8,13.8,981,3,1,0
0.8,13.88,693,1,1,0
0.8,13.96,771,2,1,0
0.8,14.04,717,1,1,0
0.8,14.12,798,2,1,0
0.8,14.2,921,3,1,0
0.8,14.28,792,2,1,0
0.8,14.36,750,2,1,0
0.8,14.44,852,2,1,0
0.8,14.52,801,2,1,0
0.8,14.6,777,2,1,0
0.8,14.68,921,3,1,0
0.8,14.76,699,1,1,0
0.8,14.84,699,1,1,0
0.8,14.92,969,3,1,0
0.8,15.0,822,2,1,0
0.8,15.08,747,2,1,0
0.8,15.16,741,2,1,0
0.8,15.24,666,1,1,0
0.8,15.32,615,1,1,0
0.8,15.4,807,2,1,0
0.8,15.48,771,2,1,0
0.8,15.56,681,1,1,0
0.8,15.64,618,1,1,0
0.8,15.72,663,1,1,0
0.8,15.8,651,1,1,0
0.8,15.88,666,1,1,0
0.8,15.96,732,2,1,0
0.7,16.0,0,0,1,0
0.7,15.92,426,1,1,0
0.7,15.84,600,1,1,0
0.7,15.76,690,1,1,0
0.7,15.68,750,2,1,0
0.7,15.6,894,3,1,0
0.7,15.52,813,2,1,0
0.7,15.44,1032,3,1,0
0.7,15.36,759,2,1,0
0.7,15.28,783,2,1,0
0.7,15.2,780,2,1,0
0.7,15.12,846,2,1,0
0.7,15.04,843,2,1,0
0.7,14.96,807,2,1,0
0.7,14.88,996,3,1,0
0.7,14.8,933,3,1,0
0.7,14.72,705,1,1,0
0.7,14.64,927,3,1,0
0.7,14.56,864,2,1,0
0.7,14.48,927,3,1,0
0.7,14.4,906,3,1,0
0.7,14.32,807,2,1,0
